Begin Time - ss.msec	End Time - ss.msec	Speech	Speech AMR	Gesture - Label	Gesture AMR
8.312	9.779			arms: move, up front; hands: into facing, closed;	
9.783	11.045			hands: beckon;	
11.045	12.345			arms: move, down; hands: facing, closed;	
12.345	14.045			body: still;	
14.045	15.079			arms: move, up; hands: facing, closed;	
15.079	16.446			Unknown	
16.45	17.479			body: still;	
17.479	18.912			Unknown	
18.912	20.879			hands: beckon;	
20.879	22.879			Unknown	
22.879	24.445			body: still;	
24.445	26.112			Unknown	
26.112	27.579			Rh: into fist, back;	
27.579	29.279			body: still;	
29.279	30.779			Unknown	
30.779	31.329			hands: into facing, left;	
31.333	32.179			arms: beckon;	
32.179	33.045			body: still;	
33.045	35.479			Unknown	
35.479	36.579			body: still;	
36.579	42.779			Unknown	
42.779	43.562			body: still;	
43.567	44.145			Unknown	
44.145	45.545			arms: move, right;	
45.545	46.845			body: still;	
46.845	48.545			hands: shake, left;	
48.545	49.545			Unknown	
49.545	50.712			hands: into fist, down;	
50.712	52.245			Unknown	
52.245	53.095			hands: into facing, left;	
53.1	54.045			LA: move, to face;	
54.045	54.879			LA: move, down; RH: into fist, back;	
54.879	58.879			Unknown	
58.879	59.845			arms: move, down back; hands: into claw, down;	
59.845	61.079			body: move, back;	
61.079	63.167			body: still;	
0.917	2.49				(i / icon-GA   :ARG0 (s / signaler)   :ARG1 (p / put-01)   :ARG2 (a / actor))
9.783	11.05				(i / icon-GA   :ARG0 (s / signaler)   :ARG1 (s2 / slide-01           :direction (b / backward))   :ARG2 (a / actor))
18.917	20.883				(i / icon-GA   :mode expressive   :ARG0 (s / signaler)   :ARG1 (s2 / slide-01           :direction (f / forward))   :ARG2 (a / actor))
20.883	22.883				(i / icon-GA   :ARG0 (s / signaler)   :ARG1 (s2 / slide-01           :direction (f / forward))   :ARG2 (a / actor))
30.783	32.183				(i / icon-GA   :ARG0 (s / signaler)   :ARG1 (s2 / slide-01           :direction (b / backward))   :ARG2 (a / actor))
37.917	39.95				(i / icon-GA   :ARG0 (s / signaler)   :ARG1 (p / put-01)   :ARG2 (a / actor))
41.417	42.783				(i / icon-GA   :ARG0 (s / signaler)   :ARG1 (s2 / slide-01           :direction (r / right))   :ARG2 (a / actor))
43.567	45.55				(i / icon-GA   :ARG0 (s / signaler)   :ARG1 (s2 / slide-01           :direction (r / right))   :ARG2 (a / actor))
46.85	48.55				(i / icon-GA   :mode expressive   :ARG0 (s / signaler)   :ARG1 (s2 / slide-01           :direction (r / right))   :ARG2 (a / actor))
52.25	54.05				(i / icon-GA   :ARG0 (s / signaler)   :ARG1 (p / pick-up-04)   :ARG2 (a / actor))
