Begin Time - ss.msec	End Time - ss.msec	Speech	Speech AMR	Gesture - Label	Gesture AMR
10.775	12.365		(p / put-01 	:mode imperative  	:ARG0 (y / you)  	:ARG1-of (r / resemble-01  	:ARG2 (t1 / that)  		:mod (j / just)  		:concession-of (h / have-degree-91  		:ARG2 (c / close   		:direction (t / together))  	:ARG3 (m / more))))		
12.64	15.49		(g / get-01 	:mode imperative 	:ARG0 (y / you) 	:ARG1 (b / block 		:quant 2 		:mod (m / more)))		
15.805	19.155		(t / turn-01 	:mode imperative 	:ARG0 (y / you) 	:ARG1 (t2 / them) 	:direction (h / horizontal))		
19.405	21.375		(o / orient-01 :mode imperative 	:ARG0 (y / you)     :ARG1 (t / them     	:location (t2 / towards     				:op1 y)))		
22.0	26.25		(p / put-01 	:mode imperative 	 	:ARG0 (y / you) 	 	:ARG1 (t / them) 	 	 	:direction (t2 / to 	 	 		:op1 (s / side 	 	 		:poss (s2 / section 	 	 		:mod (t3 / that) 	 	 			:mod (l / little)))) 	 	 		:purpose (l2 / line-up 	 	 		:ARG1 (t4 / they)))		
26.465	28.065		(m / matter-01    :ARG0 (i / it)    :polarity -))		
28.09	34.7		(d / do-02 	:mode imperative 	:ARG0 (y / you) 	:ARG1 (i / it) 	:location (o / on 		:op1 (s / side 			:mod (o2 / other))))		
34.865	38.685		(a / and  	:op1 (g / get-01 		:mode imperative  		:ARG0 (y / you) 		:ARG1 (b / block 			:quant 2)) 	:op2 (p / put-01 		:mode imperative  		:ARG0 y 		:ARG1 b 			:quant 2))		
38.71	41.79		(c / center-01 	:mode imperative  	:ARG0 (y / you) 	:ARG1 (t / them) 	 	:location (t2 / top  	 		:poss (l / location 	 		 	:location-of (m / meet-03 	 		 		:ARG0 (b / block 	 		 			:quant 3) 	 		 			:location (s / side 					:mod (e / either))))))		
43.39	47.54		(a / and  	:op1 (g / get-01  :mode imperative  		:ARG0 (y / you)  		:ARG1 (o / or   			:op1 (b / block  				:mod (l / last)  			:op2 (b2 / block  				:mod (a / another))))   	:op2 (p / put-01 :mode imperative   		:ARG0 y   		:ARG1 (i / it)   		:ARG2 (o2 / on   		 	:op1 (t / top   		 	:poss (o3 / one)))))) 		
47.61	50.04		(a / and 	:op1 (m / move 		:mode imperative 		:ARG0 (y / you) 		:ARG1 (t / those) 		:direction (t2 / together 			:ARG1-of (h / have-degree-91 				:ARG2 (c / close) 				:ARG3 (m2 / more) 				:degree (b / bit 					:mod (l / little))))) 	:op2 (p / put-01 		:mode imperative 		:ARG0 y 		:ARG1 (t3 / that) 		:ARG2 (o / on 			:op1 (t4 / top)))) 		
0.0	    1.2			body: still;	
1.2	    1.733			RA: move, up; RH: into thumbs, up;	
1.733	3.183			RA: move, down; RH: into claw, back;	
3.183	3.933			RA: move, up; RH: shake, into open, front;	
3.933	5.25			RA: move, down; RH: into fist, back;	
5.25	5.815			RH: into closed, down;	
5.815	6.949			arms: move, up, to hip;	
6.949	7.599			RA: move, front; hands: into point, front;	
7.6	    8.482			arms: move, back; hands: into closed, back;	
8.482	9.416			arms: move, front; hands: closed, back;	
9.416	10.116			arms: move, front; hands: into claw, down;	
10.116	10.833			arms: move, down back; hands: into fist, back;	
10.833	11.566			arms: move, front, into gap, left; hands: facing, into closed;	
11.567	12.367			arms: move, down; hands: into claw, back;	
12.367	12.933			LA: move, up front; LH: into point, front;	
12.933	14.05			LA: move, down back; LH: into claw, back;	
14.05	15.05			Unknown	
15.05	16.4			arms: move, up front, into gap, left; hands: facing, into claw;	
16.4	16.767			hands: rotate, claw, down;	
16.767	17.5			hands: claw, down; LA: move, back; RA: move, front;	
17.5	17.767			hands: claw, down; LA: move, front; RA: move, back;	
17.767	18.25			hands: claw, down; LA: move, back; RA: move, front;	
18.25	19.033			hands: claw, down; LA: move, front; RA: move, back;	
19.033	19.482			hands: claw, down; LA: move, back; RA: move, front;	
19.482	20.165			hands: claw, down; LA: move, front; RA: move, back;	
20.167	20.683			hands: claw, down; LA: move, back; RA: move, front;	
20.683	21.216			hands: into closed, back; RA: move, back;	
21.217	21.767			arms: move, front, into gap, left; hands: facing, into closed;	
21.767	22.9			arms: move, left, into contact, left; hands: facing, closed;	
22.9	24.082			arms: move, left; LH: closed, right; RH: closed, back;	
24.082	24.499			Rh: into fist, back;	
24.5	25.282			LA: move, right; LH: closed, right;	
25.282	27.683			Unknown	
27.683	28.466			LA: move, front; LH: into point, down;	
28.467	29.167			LA: move, back right; LH: point, down;	
29.167	29.65			LA: move, left; LH: into fist, back;	
29.65	31.582			Unknown	
31.582	34.249			body: still;	
34.25	35.516			arms: move, up; hands: into claw, down;	
35.516	38.133			Unknown	
38.133	38.95			arms: move, up; hands: into claw, down;	
38.95	39.667			arms: move, front, into gap, left; hands: into point, front;	
39.667	44.616			Unknown	
44.616	45.566			arms: move, up; hands: facing, into claw;	
45.567	45.982			Unknown	
45.982	46.299			arms: apart, left; hands: facing, claw;	
46.3	46.567			arms: together, left; hands: facing, claw;	
46.567	46.867			arms: apart, left; hands: facing, claw;	
46.867	47.516			arms: move, front, into gap, left; hands: facing, into closed;	
47.516	48.85			arms: shake, left; hands: facing, closed;	
48.85	49.267			arms: move, up; hands: into point, front;	
49.267	50.05			arms: move, down back; hands: point, down;	
50.05	50.716			LH: into fist, back;	
50.716	51.982			body: still;	
51.982	52.64			arms: move, up; hands: into thumbs, up;	
1.2	1.733				    (e / emblem-GA :ARG0 (s / signaler) :ARG1 (y / yes) :ARG2 (r / researcher))
3.19	3.93				(e / emblem-GA :ARG0 (s / signaler) :ARG1 (b / bye) :ARG2 (r / researcher))
7.26	7.91				(d / deixis-GA 	:ARG0 (s / signaler) 	:ARG1 (b / block) 	:ARG2 (a / actor))
10.852	12.352				(i / icon-GA 	:ARG0 (s / signaler) 	:ARG1 (m / move-01 		:direction (t / together)) 	:ARG2 (a / actor))
13.035	14.025				(d / deixis-GA 	:ARG0 (s / signaler) 	:ARG1 (b / block) 	:ARG2 (a / actor))
16.425	20.695				(g / gesture-unit  	:op1 (i / icon-GA  		:ARG0 (s / signaler) 		:ARG1 (b / block)  		:ARG2 (a / actor))  	:op2 (i2 / icon-GA  		:ARG0 s                  :ARG1 (r / rotate-01)  		:ARG2 a ))
21.77	22.89				(i / icon-GA 	:ARG0 (s / signaler) 	:ARG1 (s2 / slide-01 		:direction (l / left)) 	:ARG2 (a / actor))
27.726	28.486				(d / deixis-GA 	:ARG0 (s / signaler) 	:ARG1 (l / location) 	:ARG2 (a / actor))
34.251	35.511				(i / icon-GA 	:ARG0 (s / signaler) 	:ARG1 (b / block) 	:ARG2 (a / actor))
35.516	36.28				(i / icon-GA 	:ARG0 (s / signaler) 	:ARG1 (p / put-01) 	:ARG2 (a / actor))
39.003	41.093				(a / and  	:op1 (d / deixis-GA  		:ARG0 (s / signaler)  		:ARG1 (l / location)  		:ARG2 (a2 / actor))  	:op2 (i / icon-GA  		:ARG0 s  		:ARG1 (b / block)  		:ARG2 a2 ))
45.998	46.308				(a / and  	:op1 (d / deixis-GA  		:ARG0 (s / signaler)  		:ARG1 (l / location)  		:ARG2 (a2 / actor))  	:op2 (i / icon-GA  		:ARG0 s   		:ARG1 (b / block)  	        :ARG2 a2))
46.308	46.888				(i / icon-GA 	:ARG0 (s / signaler) 	:ARG1 (t / together) 	:ARG2 (a / actor))
46.893	48.853				(g / gesture-unit 	:op1 (d / deixis-GA 		:ARG0 (s / signaler) 		:ARG1 (l / location) 		:ARG2 (a / actor)) 	:op2 (i / icon-GA 		:ARG0 s		:ARG1 (m / move-01 			:direction (t / together)) 		:ARG2 a ))
48.888	49.278				(g / gesture-unit 	:op1 (d / deixis-GA 		:ARG0 (s / signaler) 		:ARG1 (l / location) 		:ARG2 (a / actor)) 	:op2 (i / icon-GA 		:ARG0 s  		:ARG1 (p / put-01) 		:ARG2 a))
