Begin Time - ss.msec	End Time - ss.msec	Speech	Speech AMR	Gesture - Label	Gesture AMR
5.19	9.256		(s / stick-01 	:mode imperative 	:ARG0 (y / you) 	:ARG1 (t / them) 	:ARG2 (t2 / table) 	:manner (l / line 		:location (f / front 			:poss y)))		
9.39	10.15		(o / okay)		
10.21	13.267		(w / want-01 	:ARG0 (i / I) 	:ARG1 (t / tilt-01 		:ARG0 (y / you) 		:ARG1 (t2 / them 			:mod (a / all)) 		:purpose (t3 / touch-01 			:ARG0 (c / corner 				:quant 1))))		
22.63	24.325		(s / see-01 	:polarity (a / amr-unknown) 	:ARG0 (y / you) 	:ARG1 (d / divot 		:quant 3))		
26.243	29.311		(i / implicit-predicate-00 	:ARG1 (d / divot 		:quant 3 		:ARG1-of (h / have-degree-91 			:ARG2 (f / far 				:op1 (y / you)) 			:ARG3 (m / most))))		
30.43	31.521		(w / want-01 	:ARG0 (i / I) 	:ARG1 (t / take-01 		:ARG0 (y / you) 		:ARG1 (b / block 			:quant 1)))		
33.41	36.397		(w / want-01 	:ARG0 (i / I) 	:ARG1 (p / position-01 		:ARG0 (y / you) 		:ARG1 (i2 / it) 		:ARG2 (i3 / in 			:op1 (d / divot)) 		:location (s / side 			:mod (r / right 				:poss y))))		
38.99	40.19		(y / yes)		
40.346	41.092		(t / take-01 	:mode imperative 	:ARG1 (a / another 		:quant 1))		
41.91	43.217		(s / stick-01 	:mode imperative 	:ARG0 (y / you) 	:ARG1 (i / it) 	:ARG2 (d / divot 		:poss (s2 / side 			:mod (o / other))))		
44.89	48.41		(k / know-02 	:polarity (a / amr-unknown) 	:ARG0 (y / you) 	:ARG1 (i / implicit-role 		:quant 2 		:mod (l / last) 		:ARG1-of (p / put-01 			:ARG0 y 			:ARG1-of (t / tell-01 				:ARG0 (i2 / I)))))		
50.27	51.241		(p / push-01 	:mode imperative 	:ARG0 (y / you) 	:ARG1 (t / them) 	:ARG2 (u / up 		:degree (b / bit 			:mod (l / little))))		
52.59	52.97		(s / same-01 	:ARG1 (p / position))		
0.0	    1.867			body: shake, left;	
1.867	2.483			head: rotate;	
2.483	5.584			body: still;	
5.584	6.133			head: move, down; arms: together, left; hands: into claw, down;	
6.133	6.45			arms: apart, left;	
6.451	7.384			head: move, up;	
7.384	9.751			body: still;	
9.751	10.967			body: rotate; arms: move, up; hands: into claw, down;	
10.967	11.8			body: shake, front; arms: shake, front; hands: into open, down;	
11.8	12.75			LA: shake, up; LH: into four, down;	
12.751	13.951			LA: move, down; LH: into claw, down;	
13.951	22.883			body: still;	
22.883	23.933			arms: move, front; hands: into facing, left, into claw, left;	
23.933	24.95			arms: move, back; hands: into claw, down;	
24.951	26.084			body: still;	
26.084	27.118			hands: rotate, into closed, up;	
27.118	27.918			body: move, down; arms: move, front; hands: into closed, back;	
27.918	28.784			arms: shake, front;	
28.784	30.218			body: move, up; arms: move, back; hands: into claw, down;	
30.218	31.0			LA: move, up; LH: into point, front;	
31.0	31.517			LA: move, down; LH: into claw, down;	
31.518	41.867			body: still;	
41.867	43.25			head: nod; hands: shake, left;	
43.251	44.967			body: still;	
44.967	45.584			head: move, up;	
45.584	46.167			Unknown	
46.167	46.917			body: still;	
46.918	47.983			hands: tap;	
47.983	48.65			head: nod;	
48.65	49.617			head: move, down;	
49.617	50.633			body: move, down; arms: move, front;	
50.633	51.516			body: move, up; arms: move, back; hands: into claw, down;	
51.518	53.433			body: still;	
53.433	54.833			head: rotate; arms: move, up; hands: into thumbs, up;	
54.833	55.283			arms: move, down; hands: into open, down;	
55.284	56.601			head: rotate;	
5.617	6.45				(i / icon-GA 	:ARG0 (s / signaler) 	:ARG1 (l / line) 	:ARG2 (a / actor))
10.967	11.8				(i / icon-GA 	:mode expressive 	:ARG0 (s / signaler) 	:ARG1 (t / tilt-01) 	:ARG2 (a / actor))
11.8	12.75				(i / icon-GA 	:ARG0 (s / signaler) 	:ARG1 (t / touch-01) 	:ARG2 (a2 / actor))
22.883	23.933				(g / gesture-unit 	:op1 (i / icon-GA 		:ARG0 (s / signaler) 		:ARG1 (d / divot) 		:ARG2 (a / actor)) 	:op2 (d2 / deixis-GA 		:ARG0 s 		:ARG1 (l / location) 		:ARG2 a))
27.118	28.784				(a / and 	 	:op1 (g / gesture-unit  		:op1 (d / deixis-GA  			:ARG0 (s / signaler)  			:ARG1 (l / location)  			:ARG2 (a2 / actor))   		:op2 (i / icon-GA  			:ARG0 s  			:ARG1 (f / far)  			:ARG2 a2) 	:op2 (g2 / gesture-unit   		:op1 (d2 / deixis-GA    			:ARG0 s   			:ARG1 l    			:ARG2 a2)    		:op2 (i2 / icon-GA    			:ARG0 s    			:ARG1 f    			:ARG2 a2))))
30.218	31.0				(i / icon-GA 	:ARG0 (s / signaler) 	:ARG1 1 	:ARG2 (a / actor))
41.867	43.25				(d / deixis-GA 	:ARG0 (s / signaler) 	:ARG1 (l / location) 	:ARG2 (a / actor))
45.584	46.167				(i / icon-GA 	:ARG0 (s / signaler) 	:ARG1 (p / put-01) 	:ARG2 (a / actor))
46.918	47.983				(a / and 	:op1 (d / deixis-GA :mode expressive	:ARG0 (s / signaler) 		:ARG1 (l / location) 		:ARG2 (a2 / actor)) 	:op2 (d2 / deixis-GA 	:mode expressive	:ARG0 s 		:ARG1 l 		:ARG2 a2))
50.083	51.516				(a / and  	:op1 (g / gesture-unit   		:op1 (d / deixis-GA   	 		:ARG0 (s / signaler) 			:ARG1 (l / location) 			:ARG2 (a2 / actor))   	 	:op2 (i / icon-GA   	 		:ARG0 s   	 		:ARG1 (p / push-01) 			:ARG2 a2)   	 :op2 (g2 / gesture-unit   	 	:op1 (d2 / deixis-GA    	 		:ARG0 s   	 		:ARG1 l   	 		:ARG2 a2)   	 	:op2 (i2 / icon-GA    	 		:ARG0 s 			   	 		:ARG1 p 		   	 		:ARG2 a2))))
53.883	55.283				(e / emblem-GA 	:ARG0 (s / signaler) 	:ARG1 (y / yes) 	:ARG2 (a / actor))
