Begin Time - ss.msec	End Time - ss.msec	Speech	Speech AMR	Gesture - Label	Gesture AMR
11.57	14.09		(a / and   :op2 (g / go-06          :ARG0 (i / i)          :ARG2 (d / down)          :manner (i2 / in                    :op1 (r / row))          :time (t / then)          :time (t2 / time                  :mod (t3 / this))))		
14.83	15.49		(s / skip-01   :mode imperative   :ARG0 (y / you)   :ARG1 (r / row           :quant 1))		
15.53	17.89		(b / block   :mod (a / another))		
17.93	18.55		(s / skip-01   :mode imperative   :ARG0 (y / you)   :ARG1 (r / row           :quant 1))		
18.55	19.35		(b / block   :mod (a / another))		
19.35	21.81		(b / be-located-at-91   :ARG1 (i / implicit-role           :quant 1)   :ARG2 (o / on           :op1 (a / and                  :op1 (i2 / implicit-role                         :ord (o2 / ordinal-entity                                :value 1))                  :op2 (i3 / implicit-role                         :ord (o3 / ordinal-entity                                :value 3))                  :op3 (i4 / implicit-role                         :ord (o4 / ordinal-entity                                :value 5)))))		
22.31	24.19		(l / look-01   :ARG1 (a / at           :op1 (c / column                  :ord (o / ordinal-entity                         :value 2))))		
24.19	27.35		(g / go-06   :ARG0 (i / it)   :ARG2 (d / down)   :manner (a / about             :op1 (d2 / diagonal))   :location (i2 / in               :op1 (i3 / implicit-role                      :poss (y / you)))   :degree (k / kind-of))		
27.39	28.07		(w / way   :manner-of (s / see-01                :ARG0 (y / you)                :ARG1 (i / it)))		
28.07	28.54		(s / sure-02   :ARG0 (i / i)   :polarity -)		
28.54	28.89		(y / yeah)		
28.89	29.59		(t / there   :mod (r / right))		
30.05	31.57		(s / skip-01   :mode imperative   :ARG0 (y / you)   :ARG1 (r / row))		
31.61	31.82		(y / yep)		
31.82	33.04		(t / there   :mod (r / right))		
33.77	35.39		(i / implicit-predicate-00   :mode imperative   :ARG0 (y / you)   :ARG1 (t / thing           :mod (s / same))   :time (t2 / then)   :mod (a / again))		
36.37	39.51		(s / start-01   :ARG0 (i / it)   :location (o / on               :op1 (r / row                      :ord (o2 / ordinal-entity                             :value 3))))		
39.55	39.85		(y / yep)		
39.91	40.71		(s / skip-01   :mode imperative   :ARG0 (y / you)   :ARG1 (i / implicit-role           :quant 1))		
40.71	42.31		(i / implicit-predicate-00   :mode imperative   :ARG0 (y / you)   :ARG1 (i2 / implicit-role           :quant 1)   :destination (o / on                  :op1 (i3 / implicit-role                         :ord (o2 / ordinal-entity                                :value 5)))   :time (t / then))		
42.55	44.33		(r / repeat-01   :mod (a / again)   :manner (i / in             :op1 (p / pattern                    :mod (t / that)                    :mod (s / same))))		
44.39	47.09		(i / implicit-role   :quant 1   :location (o / on               :op1 (i2 / implicit-role                      :ord (o2 / ordinal-entity                             :value 4))))		
47.59	49.53		(g / go-back-19   :ARG1 (w / we)   :ARG2 (o / on           :op1 (c / column                  :mod (t / this)                  :mod (n / next))))		
49.53	55.33		(g / go-06   :ARG0 (w / we)   :ARG2 (t / to           :op1 (r / row                  :ord (o / ordinal-entity                         :value 3))))		
55.41	57.21		(a / and   :op2 (g / go-06          :ARG0 (w / we)          :time (t / then)))		
58.53	60.05		(i / implicit-role   :quant 1   :location (o / on               :op1 (r / row                      :ord (o2 / ordinal-entity                             :value 4))))		
60.11	62.45		(b / block   :location (o / on               :op1 (r / row                      :ord (o2 / ordinal-entity                             :value 4))))		
62.49	62.65		(y / yes)		
62.75	63.21		(t / there   :mod (r / right))		
63.27	66.55		(a / and   :op2 (i / implicit-predicate-00          :mode imperative          :ARG0 (y / you)          :ARG1 (i2 / implicit-role                  :quant 1)          :destination (r / relative-position                         :op1 (t / there)                         :direction (d / down                                      :mod (d2 / diagonal)                                      :mod (t2 / to                                             :op1 (r2 / right))))          :time (t3 / then)))		
67.25	71.97		(g / go-35   :ARG1 (b / block           :mod (t / that)           :mod (l / last))   :ARG2 (o / on           :op1 (r / row                  :ord (o2 / ordinal-entity                         :value 5)))   :ARG1-of (a / actual-02))		
73.91	74.05		(n / no)		
74.11	75.01		(g / good   :domain (b / block             :mod (t / that)))		
75.01	81.03		(g / go-35   :ARG1 (b / block           :ARG1-of (h / have-03                      :ARG0 (y / you)                      :location (i / in                                  :op1 (h2 / hand                                         :poss y))))   :ARG2 (i2 / in           :op1 (b2 / between                  :op1 (s / shape                         :mod (t / that)                         :mod (d / diagonal)))))		
81.03	81.18		(y / yep)		
81.18	82.61		(t / there   :mod (r / right))		
82.61	82.91		(l / look-02   :ARG0 (t / that)   :ARG1 (r / right))		
0.0	    1.465			body: still;	
1.465	2.465			Unknown	
2.467	3.932			body: move, front down; arms: move, front down; hands: into open, down;	
3.932	5.532			Unknown	
5.532	6.932			body: still;	
6.932	8.598			Unknown	
8.598	9.598			LH: into claw, down;	
9.598	10.832			body: still;	
10.833	12.332			LH: into open, down;	
12.332	13.398			Unknown	
13.398	20.998			body: still;	
20.998	21.998			head: move, up;	
21.998	24.065			body: still;	
24.065	24.765			Unknown	
24.767	25.467			body: move, down; RA: move, front; RH: into open, left;	
25.467	26.033			body: move, up; RA: move, back right;	
26.033	26.566			RA: move, front;	
26.567	27.3			RA: move, back; RH: into claw, down;	
27.3	28.167			Unknown	
28.167	29.067			RA: move, up; RH: into open, down;	
29.067	30.433			RA: move, down;	
30.433	31.633			body: still;	
31.633	32.599			head: shake, up;	
32.6	33.533			body: still;	
33.533	34.532			head: rotate;	
34.532	36.765			body: still;	
36.765	37.832			RH: into fist;	
37.832	40.132			head: shake, up;	
40.133	41.232			RH: into open, down;	
41.232	42.198			head: rotate;	
42.198	43.698			Unknown	
43.698	48.832			body: still;	
48.832	50.099			RH: into fist;	
50.1	51.567			RH: into open, down;	
51.567	53.698			body: still;	
53.698	54.965			head: rotate;	
54.965	56.198			head: rotate;	
56.198	57.565			Unknown	
57.565	58.298			RH: into fist;	
58.3	58.665			RH: into open, down;	
58.665	59.932			Unknown	
59.932	65.498			body: still;	
65.498	66.698			head: rotate;	
66.698	67.898			head: rotate;	
67.898	69.065			Unknown	
69.065	70.298			head: rotate;	
70.298	71.631			head: rotate;	
71.633	73.532			body: still;	
73.532	74.698			Unknown	
74.698	77.432			body: still;	
77.433	78.533			RA: move, front; RH: into claw, down;	
78.533	78.798			RA: move, back;	
78.798	79.632			RH: tap;	
79.632	80.232			body: move, down; arms: move, front, into gap, left; hands: into facing, left, into open, left;	
80.233	80.666			body: move, up; arms: move, back;	
80.667	81.767			Unknown	
81.767	82.933			body: still;	
82.933	85.1			body: move, up; arms: move, up back; hands: into hold;	
8.6	    9.6				    (d / deixis-GA   :ARG0 (s / signaler)   :ARG1 (l / location)   :ARG2 (a / actor))
24.767	26.033				(i / icon-GA   :ARG0 (s / signaler)   :ARG1 (d / diagonal)   :ARG2 (a / actor))
26.033	26.566				(i / icon-GA   :ARG0 (s / signaler)   :ARG1 (c / column)   :ARG2 (a / actor))
28.54	29.59				(d / deixis-GA   :ARG0 (s / signaler)   :ARG1 (l / location)   :ARG2 (a / actor))
77.85	78.91				(i / icon-GA   :ARG0 (s / signaler)   :ARG1 (g / go-35)   :ARG2 (a / actor))
79.633	80.666				(i / icon-GA   :ARG0 (s / signaler)   :ARG1 (d / diagonal)   :ARG2 (a / actor))
