Begin Time - ss.msec	End Time - ss.msec	Speech	Speech AMR	Gesture - Label	Gesture AMR
48.923	51.223			body: still;	
51.223	52.35			body: move, back;	
52.35	53.333			arms: move, down; hands: shake, into point, front;	
53.333	54.8			arms: move, up; hands: into claw, up;	
54.8	55.267			arms: move, down;	
55.267	56.767			hands: rotate;	
56.767	58.984			body: still;	
58.99	63.166			Unknown	
63.167	63.9			arms: apart, left; hands: into facing, left, closed;	
63.9	64.267			arms: together, left;	
64.267	66.117			arms: shake;	
66.123	67.2			hands: rotate;	
67.2	68.317			head: rotate;	
68.317	71.35			arms: shake;	
71.35	72.417			arms: apart, left;	
72.423	75.617			Unknown	
75.623	77.34			arms: move, down; hands: into open, back;	
14.6	16.15				(a / and 	:op1 (i / icon-GA 		:ARG0 (s / signaler) 		:ARG1 (s2 / stack) 		:ARG2 (a2 / actor)) 	:op2 (i2 / icon-GA 		:ARG0 s 		:ARG1 s2 		:ARG2 a2))
16.783	18.966				(a / and 	:op1 (i / icon-GA 		:ARG0 (s / signaler) 		:ARG1 (b / block) 		:ARG2 (a2 / actor)) 	:op2 (i2 / icon-GA 		:ARG0 s 		:ARG1 b2 		:ARG2 a2))
18.967	19.583				(a / and 	:op1 (i / icon-GA 		:ARG0 (s / sigaler) 		:ARG1 (p / put-01) 		:ARG2 (a2 / actor)) 	:op2 (i2 / icon-GA 		:ARG0 s 		:ARG1 p 		:ARG2 a2))
22.46	23.21				(i / icon-GA 	:ARG0 (s / signaler) 	:ARG1 (s2 / space) 	:ARG2 (a / actor))
23.22	24.35				(i / icon-GA 	:ARG0 (s / signaler) 	:ARG1 (b / block) 	:ARG2 (a / actor))
27.1	28.25				(i / icon-GA 	:ARG0 (s / singnaler) 	:ARG1 (b / block) 	:ARG2 (a / actor))
29.2	30.083				(i / icon-GA 	:ARG0 (s / singaler) 	:ARG1 1 	:ARG2 (a / actor))
31.023	33.223				(i / icon-GA 	:ARG0 (s / signaler) 	:ARG1 (b / block) 	:ARG2 (a / actor))
33.223	35.69				(g / gesture-unit 	:op1 (i / icon-GA 		:ARG0 (s / signaler) 		:ARG1 (b / block) 		:ARG2 (a / actor)) 	:op2 (i2 / icon-GA 		:ARG0 s 		:ARG1 (m / move-01 			:direction (d / down)) 		:ARG2 a))
38.767	39.583				(d / deixis-GA 	:ARG0 (s / signaler) 	:ARG1 (b / block) 	:ARG2 (a / actor))
40.15	41.367				(i / icon-GA 	:mode expressive 	:ARG0 (s / signaler) 	:ARG1 (r / rotate-01) 	:ARG2 (a / actor))
42.733	43.533				(e / emblem-GA 	:mode expressive 	:ARG0 (s / signaler) 	:ARG1 (n / no) 	:ARG2 (a / actor))
43.533	44.333				(d / deixis-GA 	:mode expressive 	:ARG0 (s / signaler) 	:ARG1 (b / block) 	:ARG2 (a / actor))
44.333	45.716				(i / icon-GA 	:ARG0 (s / signaler) 	:ARG1 (t / top) 	:ARG2 (a / actor))
45.717	46.683				(i / icon-GA 	:ARG0 (s / signaler) 	:ARG1 (b / backward) 	:ARG2 (a / actor))
47.483	48.916				(i / icon-GA 	:ARG0 (s / signaler) 	:ARG1 (r / rotate-01) 	:ARG2 (a / actor))
52.35	53.333				(g / gesture-unit 	:op1 (e / emblem-GA 		:mode expressive 		:ARG0 (s / signaler) 		:ARG1 (n / no) 		:ARG2 (a / actor)) 	:op2 (d / deixis-GA 		:mode expressive 		:ARG0 s 		:ARG1 (b / block) 		:ARG2 a))
54.32	55.26				(i / icon-GA 	:ARG0 (s / signaler) 	:ARG1 (b / block) 	:ARG2 (a / actor))
55.267	56.767				(g / gesture-unit 	:op1 (i / icon-GA 		:ARG0 (s / signaler) 		:ARG1 (b / block) 		:ARG2 (a / actor)) 	:op2 (i2 / icon-GA 		:ARG0 s 		:ARG1 (r / rotate-01) 		:ARG2 a))
58.983	60.083				(e / emblem-GA 	:mode expressive 	:ARG0 (s / signaler) 	:ARG1 (y / yes) 	:ARG2 (a / actor))
61.3	63.166				(d / deixis-GA 	:mode expressive 	:ARG0 (s / signaler) 	:ARG1 (b / block) 	:ARG2 (a / actor))
63.9	66.117				(i / icon-GA 	:mode expressive 	:ARG0 (s / signaler) 	:ARG1 (t / together) 	:ARG2 (a / actor))
68.317	71.35				(i / icon-GA 	:mode expressive 	:ARG0 (s / signaler) 	:ARG1 (a / apart) 	:ARG2 (a2 / actor))
74.667	75.63				(e / emblem-GA 	:mode expressive 	:ARG0 (s / signaler) 	:ARG1 (y / yes) 	:ARG2 (a / actor))
