Begin Time - ss.msec	End Time - ss.msec	Speech	Speech AMR	Gesture - Label	Gesture AMR
37.73	38.8		(h / have-degree-91   :ARG2 (c / close-10           :ARG2 (m / middle))   :ARG3 (m2 / most))		
38.8	39.17		(y / yeah)		
39.21	41.57		(o / one   :mod (t / that))		
41.57	41.71		(o / okay)		
41.71	46.35		(a / and   :op2 (g / get-04          :ARG1 (s / stack-01                  :ARG2 (t / two                          :ARG1-of (h / have-degree-91                                     :ARG2 (c / close-10                                             :ARG2 (m / middle))                                     :ARG3 (m2 / most)))                  :location (o / on                              :op1 (s2 / side                                     :mod (o2 / other))))          :time (t2 / then)))		
46.37	49.13		(g / get-04   :mode imperative   :ARG0 (y / you)   :ARG1 (s / stack-01           :ARG1 (o / one                   :mod (a / another))           :ARG2 (o2 / on                   :op1 (t / top))))		
49.21	50.25		(a / and   :op2 (o / one          :location (o2 / on                      :op1 (e / end                             :degree (v / very)))))		
0.0	    0.9			    head: rotate;	
0.9	    2.296			body: move, left;	
2.296	3.429			LA: move, up; LH: into five, front;	
3.429	4.396			body: move, left;	
4.4	    6.896			body: still;	
6.896	8.063			LH: into open, up;	
8.067	9.362			LA: move, down right;	
9.362	10.429			RA: move, up; hands: into contact, left;	
10.429	12.896			body: still;	
12.9	15.1			head: nod;	
15.1	16.329			body: still;	
16.329	17.762			head: nod;	
17.762	19.662			body: still;	
19.667	21.296			LA: move, left; LH: into closed, front;	
21.296	22.262			body: still;	
22.262	23.695			head: nod; LA: move, right; LH: into closed, right;	
23.7	28.733			body: still;	
28.733	30.462			LA: move, left; LH: into open, front;	
30.462	32.679			body: still;	
32.683	33.6			LH: into point, front;	
33.6	35.996			body: still;	
36.0	36.533			LA: move, up; LH: into open, right;	
36.533	37.25			arms: together, left; hands: into contact, left, into closed, left;	
37.25	38.296			body: still;	
38.296	39.662			head: nod;	
39.662	40.862			body: move, left;	
40.862	41.562			body: still;	
41.567	42.896			RA: move, right; RH: into closed, front;	
42.896	43.563			body: still;	
43.567	44.562			RH: into two, front;	
44.562	49.329			body: still;	
49.329	49.679			RH: into point, front;	
49.683	50.062			RH: rotate;	
50.062	51.095			arms: together, left; hands: into hold;	
51.1	52.433			body: still;	
52.433	53.466			head: nod;	
53.467	54.234			body: still;	
2.3	    6.9				    (i / icon-GA   :ARG0 (s / signaler)   :ARG1 1   :ARG2 (a / actor))
8.067	9.367				(i / icon-GA   :ARG0 (s / signaler)   :ARG1 (d / diagonal)   :ARG2 (a / actor))
9.367	12.9				(i / icon-GA   :ARG0 (s / signaler)   :ARG1 (t / touch-01)   :ARG2 (a / actor))
12.9	15.1				(e / emblem-GA   :ARG0 (s / signaler)   :ARG1 (y / yes)   :ARG2 (a / actor))
16.333	17.766				(e / emblem-GA   :ARG0 (s / signaler)   :ARG1 (y / yes)   :ARG2 (a / actor))
19.667	22.267				(i / icon-GA   :ARG0 (s / signaler)   :ARG1 (d / direction)   :ARG2 (a / actor))
22.267	23.7				(e / emblem-GA   :ARG0 (s / signaler)   :ARG1 (y / yes)   :ARG2 (a / actor))
28.733	32.683				(d / deixis-GA   :ARG0 (s / signaler)   :ARG1 (s2 / side)   :ARG2 (a / actor))
32.683	36.0				(d / deixis-GA   :ARG0 (s / signaler)   :ARG1 (b / block)   :ARG2 (a / actor))
36.0	38.3				(i / icon-GA   :ARG0 (s / signaler)   :ARG1 (c / close-10)   :ARG2 (a / actor))
38.3	39.667				(e / emblem-GA   :ARG0 (s / signaler)   :ARG1 (y / yes)   :ARG2 (a / actor))
41.567	43.567				(i / icon-GA   :ARG0 (s / signaler)   :ARG1 (s2 / side)   :ARG2 (a / actor))
43.567	49.333				(e / emblem-GA   :ARG0 (s / signaler)   :ARG1 2   :ARG2 (a / actor))
49.333	50.066				(d / deixis-GA   :ARG0 (s / signaler)   :ARG1 (l / location)   :ARG2 (a / actor))
52.433	53.466				(e / emblem-GA   :ARG0 (s / signaler)   :ARG1 (y / yes)   :ARG2 (a / actor))
