Begin Time - ss.msec	End Time - ss.msec	Speech	Speech AMR	Gesture - Label	Gesture AMR
41.819	43.586			hands: beckon, back;	
43.586	44.786			LH: into closed, right; RH: into closed, up;	
44.786	45.75			arms: apart, left; RH: into closed, left;	
45.75	46.917			hands: shake, left;	
46.919	47.419			arms: move, back;	
47.419	48.45			RH: into open, down;	
48.45	49.716			body: move, front; head: rotate; arms: move, down back;	
49.719	51.086			body: still;	
51.086	52.317			body: move, up; arms; move, up; hands: into closed, up;	
52.317	52.8			head: shake; arms: move, up, into contact, left; hands: into hold;	
52.8	54.65			body: move, down; head: rotate;	
54.65	55.233			head: rotate; hands: into claw, down;	
55.233	55.95			head: rotate;	
55.95	56.633			head: rotate;	
56.633	58.45			arms: move, up; hands: to face;	
58.453	59.45			body: still;	
59.45	60.45			head: shake, left; arms: move, down; hands: into claws, down;	
60.45	61.65			body: move, down; hands: into hold;	
61.653	62.586			body: still;	
62.586	63.817			body: move, up; hands: into point, front;	
63.817	64.433			LA: move, back; LH: to hip; RA: move, front; RH: into claw, down;	
64.433	65.233			RA: move, back; RH: into closed, back;	
65.233	66.4			body: still;	
66.4	67.117			arms: move, up; hands: into open, front;	
67.117	68.417			head: rotate; arms; move, down;	
20.733	23.6				(i / icon-GA   :ARG0 (s / signaler)   :ARG1 (r / row)   :ARG2 (a / actor))
24.75	25.35				(i / icon-GA   :ARG0 (s / signaler)   :ARG1 2   :ARG2 (a / actor))
25.35	26.117				(i / icon-GA   :ARG0 (s / signaler)   :ARG1 (f / front)   :ARG2 (a / actor))
27.617	28.45				(i / icon-GA   :ARG0 (s / signaler)   :ARG1 (f / front)   :ARG2 (a / actor))
28.45	29.783				(i / icon-GA   :ARG0 (s / signaler)   :ARG1 (b / back)   :ARG2 (a / actor))
32.65	38.35				(i / icon-GA   :ARG0 (s / signaler)   :ARG1 (i2 / interleave-01)   :ARG2 (a / actor))
41.817	43.583				(i / icon-GA   :ARG0 (s / signaler)   :ARG1 (c / close)   :ARG2 (a / actor))
45.75	46.917				(i / icon-GA   :ARG0 (s / signaler)   :ARG1 (c / close)   :ARG2 (a / actor))
54.65	58.45				(g / gesture-unit   :op1 (i / icon-GA          :ARG0 (s / signaler)          :ARG1 2          :ARG2 (a / actor))   :op2 (i2 / icon-GA          :ARG0 s          :ARG1 (o / on-top-of)          :ARG2 a))
63.47	64.2				(i / icon-GA   :ARG0 (s / signaler)   :ARG1 (b / block)   :ARG2 (a / actor))
64.2	65.233				(d / deixis-GA   :ARG0 (s / signaler)   :ARG1 (l / location)   :ARG2 (a / actor))
66.4	68.417				(e / emblem-GA   :ARG0 (s / signaler)   :ARG1 (d / done)   :ARG2 (a / actor))
