Begin Time - ss.msec	End Time - ss.msec	Speech	Speech AMR	Gesture - Label	Gesture AMR
79.07	81.15	there			
81.23	81.33	and			
81.37	81.63	then			
81.75	81.89	one			
81.95	82.18	Right			
82.18	82.42	Next			
82.45	82.55	to			
82.61	84.33	it			
84.37	84.65	touching			
84.69	84.83	Yeah			
84.87	84.99	just			
85.01	85.13	like			
85.17	86.13	that			
86.19	86.25	and			
86.31	86.67	then			
86.81	87.07	one			
87.19	87.41	on			
87.49	89.49	The			
89.53	89.75	your			
89.79	89.89	Le-			
89.89	89.99	Yeah 			
89.99	90.19	That			
90.19	90.59	One			
90.59	90.81	Your			
90.81	90.93	Left			
90.97	91.09	side			
91.11	91.21	its			
91.25	91.35	Gonna			
91.39	91.43	be			
91.49	91.59	Just			
91.65	91.77	one			
91.89	92.09	on			
92.13	97.37	top			
97.43	97.51	Yep			
97.55	97.67	Just			
97.69	97.81	like			
97.85	97.91	that			
4.845	13.655		(s / start-01 	:mode imperative 	:ARG0 (y / you) 	:ARG1 (b / be-located-at-91 		:ARG1 (a / and 			:op1 (r / row 				:ord (t / third)) 			:op2 (c / column 				:ord 3))))		
13.68	15.79		(h / have-01 	:mode imperative 	:ARG0 (y / you) 	:ARG1 (b / block 		:quant 1))		
15.93	19.53		(a / and 	:op1 (p / put-01 		:mode imperative 		:ARG0 (y / you) 		:ARG1 (b / block 			:quant 1) 		:location (n / next 			:ARG1 (i / it))) 	:op2 (p2 / put-01  		:mode imperative 		:ARG0 y 		:ARG1 b 			:quant 1))		
22.93	25.15		(b / be-01         :ARG2 (o / or 	        :op1 (b2 / base 		        :ord (z / zero) 		        :poss (y / your)) 	        :op2 (h / height 		        :ord z 		        :poss y)))		
25.15	27.15		(b / be-01 	:ARG1 (e / everything) 	:location (t / top 		:ARG2 (t2 / that)))		
27.19	32.97		(a / and 	:op1 (b / be-01 		:ARG0 (o / one 			:mod (n / next)) 		:location (u / up 			:mod o)) 	:op2 (s / shift-01 		:mod (b2 / block 			:quant (h / half))))		
43.27	48.25		(b / be-01 	:ARG0 (t / there) 	:ARG1 (o / one 		:ord 3) 		:ARG1 (h / hang 			:location (e / edge 				:location (h2 / height 					:ord 1))))		
51.095	52.105		(s / scoot-01 	:ARG0 (y / you) 	:ARG1 (i / it) 	:direction (i2 / in))		
52.9	58.95		(d / do-02 	:ARG0 (y / you) 	:ARG1 (i / it) 	:quant 2 	:ARG6 (h / height 		:quant 3) 		:mod (s / slanting))		
70.97	78.35		(h / have-01 	:ARG0 (y / you) 	:ARG1 (b / block 		:quant 2) 	:ARG2 (o / on 		:location (m / middle 			:quant 3)) 	:location (o2 / or) 		:op1 (t / top 			:ARG1 (t2 / that)) 		:op2 (b2 / between  			:ARG2 b 				:quant 2 				:mod (o3 / overlapping)))		
81.74	84.65		(n / next 	:ARG0 (o / one) 	:ARG1 (i / it) 	:mod (r / right) 	:mod (t / touching))		
86.81	92.6		(b / be-01 	:ARG0 (o / one 		:mod (o2 / on 			:direction (l / left 				:poss (y / your)))) 	:ARG6 o 		:mod o2 			:location (t / top))		
0.0	    3.65			Unknown	
3.65	4.267			LA: move, front; LH: into claw, down;	
4.267	4.85			LH: into point, down;	
4.85	6.15			Unknown	
6.15	6.9			    body: still;	
6.9	    7.533			LA: move, back;	
7.533	8.182			body: still;	
8.182	8.816			Unknown	
8.817	11.517			body: still;	
11.517	12.033			LA: move, up front;	
12.033	12.45			LA: move, down;	
12.45	13.667			Unknown	
13.667	14.2			LA: move, up; LH: into closed, right;	
14.2	14.75			LA: move, down;	
14.75	15.567			body: still;	
15.567	16.583			Unknown	
16.583	17.35			LA: move, right;	
17.35	18.4			LA: move, right;	
18.4	18.867			head: rotate;	
18.867	19.617			LH: rotate, closed, down;	
19.617	20.033			head: nod;	
20.033	20.75			LA: move, back left;	
20.75	21.433			head: rotate;	
21.433	22.066			body: still;	
22.067	22.833			Unknown	
22.833	23.883			LA: move, right;	
23.883	26.083			LA: shake, left;	
26.083	27.233			Unknown	
27.233	28.433			body: still;	
28.433	29.783			Unknown	
29.783	30.866			LA: move, up;	
30.867	31.8			LA: move, right;	
31.8	37.017			body: still;	
37.017	38.283			head: rotate;	
38.283	39.316			Unknown	
39.316	39.883			LA: move, left;	
39.883	40.566			body: still;	
40.567	40.983			head: rotate;	
40.983	41.566			head: rotate;	
41.567	42.15			head: nod;	
42.15	43.183			body: still;	
43.183	46.083			Unknown	
46.083	46.666			RA: move, up left; RH: into closed, left;	
46.667	47.067			RA: shake;	
47.067	47.716			RA: move, down right; RH: rotate, closed, down;	
47.716	49.05			Unknown	
49.05	52.95			body: still;	
52.95	53.783			head: rotate;	
53.783	54.366			RA: move, up; RH: into open, down;	
54.367	55.0			RA: shake, down;	
55.0	55.267			RH: rotate, into claw, left;	
55.267	55.567			RA: move, left;	
55.567	55.9			RA: move, down right; RH: into open, down;	
55.9	56.667			Unknown	
56.667	57.1			RA: move, down left; RH: into open, down;	
57.1	57.767			RA: move, up right;	
57.767	58.383			RA: move, down;	
58.383	59.05			Unknown	
59.05	60.883			body: still;	
60.883	61.483			Unknown	
61.483	62.05			body: still;	
62.05	62.583			Unknown	
62.583	63.516			head: rotate;	
63.517	64.333			head: rotate;	
64.333	68.783			body: still;	
68.783	69.45			head: rotate;	
69.45	70.516			Unknown	
70.516	71.816			arms: together, left, into gap, left; hands: into claw, down;	
71.816	72.716			body: still;	
72.716	73.233			Unknown	
73.233	73.933			arms: move, up; hands: into facing, closed;	
73.933	74.366			body: still;	
74.367	75.15			hands: into inch, front;	
75.15	76.2			body: still;	
76.2	76.533			hands: into claw, down;	
76.533	76.983			arms: move, down;	
76.983	77.916			body: still;	
77.916	78.449			head: rotate;	
78.45	79.516			head: nod;	
79.516	80.816			Unknown	
80.816	81.266			LA: move, down left; LH: into open, down;	
81.267	81.983			RA: move, left;	
81.983	83.466			body: still;	
83.467	84.467			RA: move, down right; RH: into closed, down;	
84.467	85.767			body: still;	
85.767	86.45			head: rotate;	
86.45	87.633			RA: move, up;	
87.633	88.133			body: still;	
88.133	89.433			RA: move, right;	
89.433	90.983			Unknown	
90.983	91.366			RA: move, up;	
91.367	92.216			RA: move, down;	
92.216	92.599			Unknown	
92.6	96.916			body: still;	
96.916	98.272			Unknown	
4.11	7.12				(d / deixis-GA 	:ARG0 (s / signaler) 	:ARG1 (l / location) 	:ARG2 (a / actor))
7.23	10.1				(d / deixis-GA 	:ARG0 (s / signaler) 	:ARG1 (l / location) 	:ARG2 (a / actor))
10.16	13.66				(d / deixis-GA 	:ARG0 (s / signaler) 	:ARG1 (l / location) 	:ARG2 (a / actor))
13.66	15.78				(d / deixis-GA 	:ARG0 (s / signaler) 	:ARG1 (l / location) 	:ARG2 (a / actor))
15.79	17.68				(d / deixis-GA 	:ARG0 (s / signaler) 	:ARG1 (l / location) 	:ARG2 (a / actor))
17.695	19.535				(d / deixis-GA 	:ARG0 (s / signaler) 	:ARG1 (l / location) 	:ARG2 (a / actor))
22.93	27.15				(i / icon-GA 	:ARG0 (s / signaler) 	:ARG1 (b / base) 	:ARG2 (a / actor))
27.22	30.96				(i / icon-GA 	:ARG0 (s / signaler) 	:ARG1 (u / up 		:quant 1) 	:ARG2 (a / actor))
30.96	36.95				(i / icon-GA 	:ARG0 (s / signaler) 	:ARG1 (s2 / shift 		:direction (r / right)) 	:ARG2 (a / actor))
43.19	48.26				(d / deixis-GA 	:ARG0 (s / signaler) 	:ARG1 (l / location) 	:ARG2 (a / actor))
54.03	55.79				(d / deixis-GA 	:ARG0 (s / signaler) 	:ARG1 (l / location) 	:ARG2 (a / actor))
70.94	72.59				(i / icon-GA 	:ARG0 (s / signaler) 	:ARG1 (t / top) 	:ARG2 (a / actor))
73.03	74.24				(i / icon-GA 	:ARG0 (s / signaler) 	:ARG1 (b / between) 	:ARG2 (a / actor))
74.24	76.21				(g / gesture-unit 	:op1 (i / icon-GA 		:ARG0 (s / signaler) 		:ARG1 (b / block 			:quant 2) 		:ARG2 (a / actor)) 	:op2 (d / deixis-GA 		:ARG0 s 		:ARG1 (l / location) 		:ARG2 a))
76.21	79.51				(g / gesture-unit 	:op1 (i / iconic-GA 		:ARG0 (s / signaler) 		:ARG1 (b / block 			:quant 2) 		:ARG2 (a / actor)) 	:op2 (d / deixis-GA 		:ARG0 s 		:ARG1 (l / location) 		:ARG2 a))
81.74	83.45				(g / gesture-unit 	:op1 (i / icon-GA 		:ARG0 (s / signaler) 		:ARG1 (b / block 			:quant 1) 		:ARG2 (a / actor)) 	:op2 i 		:ARG0 s 		:ARG1 (n / next) 		:ARG2 a)
86.81	92.6				(i / icon-GA 	:ARG0 (s / signaler) 	:ARG1 (l / left) 	:ARG2 (a / actor))
